Response,Submitted on,Kritik dan saran,Sentimen,tanggal,jam,hari,normalisasi,case_folding,tokenizing,filtering,stemming,clean_review,Sentimen_Biner
285976,2025-09-13 00:13:00,"Semuanya hampir sempurna, sangat baik dan berjalan dengan lancar. Hanya ada satu kekurangan yaitu akses sinyal, jaringan, ataupun internet yang begitu sulit didapatkan ketika sudah masuk ke dalam area Gedung Aula tempat dimana acara PKKMB itu berlangsung. Jadi masukan saya, tolong untuk ke depannya lebih diperhatikan dan diperbaiki lagi hal-hal seperti ini. Terima kasih",netral,2025-09-13,0,Saturday,"Semuanya hampir sempurna, sangat baik dan berjalan dengan lancar. Hanya ada satu kekurangan yaitu akses sinyal, jaringan, ataupun internet yang begitu sulit didapatkan ketika sudah masuk ke dalam area Gedung Aula tempat dimana acara PKKMB itu berlangsung. Jadi masukan saya, tolong untuk ke depannya lebih diperhatikan dan diperbaiki lagi hal-hal seperti ini. Terima kasih",semuanya hampir sempurna sangat baik dan berjalan dengan lancar hanya ada satu kekurangan yaitu akses sinyal jaringan ataupun internet yang begitu sulit didapatkan ketika sudah masuk ke dalam area gedung aula tempat dimana acara pkkmb itu berlangsung jadi masukan saya tolong untuk ke depannya lebih diperhatikan dan diperbaiki lagi halhal seperti ini terima kasih,"['semuanya', 'hampir', 'sempurna', 'sangat', 'baik', 'dan', 'berjalan', 'dengan', 'lancar', 'hanya', 'ada', 'satu', 'kekurangan', 'yaitu', 'akses', 'sinyal', 'jaringan', 'ataupun', 'internet', 'yang', 'begitu', 'sulit', 'didapatkan', 'ketika', 'sudah', 'masuk', 'ke', 'dalam', 'area', 'gedung', 'aula', 'tempat', 'dimana', 'acara', 'pkkmb', 'itu', 'berlangsung', 'jadi', 'masukan', 'saya', 'tolong', 'untuk', 'ke', 'depannya', 'lebih', 'diperhatikan', 'dan', 'diperbaiki', 'lagi', 'halhal', 'seperti', 'ini', 'terima', 'kasih']","['semuanya', 'hampir', 'sempurna', 'sangat', 'baik', 'berjalan', 'lancar', 'satu', 'kekurangan', 'akses', 'sinyal', 'jaringan', 'ataupun', 'internet', 'sulit', 'didapatkan', 'masuk', 'area', 'gedung', 'aula', 'tempat', 'acara', 'pkkmb', 'berlangsung', 'jadi', 'masukan', 'depannya', 'lebih', 'diperhatikan', 'diperbaiki', 'halhal', 'terima', 'kasih']","['semua', 'hampir', 'sempurna', 'sangat', 'baik', 'jalan', 'lancar', 'satu', 'kurang', 'akses', 'sinyal', 'jaring', 'atau', 'internet', 'sulit', 'dapat', 'masuk', 'area', 'gedung', 'aula', 'tempat', 'acara', 'pkkmb', 'langsung', 'jadi', 'masuk', 'depan', 'lebih', 'perhati', 'baik', 'halhal', 'terima', 'kasih']",semua hampir sempurna sangat baik jalan lancar satu kurang akses sinyal jaring atau internet sulit dapat masuk area gedung aula tempat acara pkkmb langsung jadi masuk depan lebih perhati baik halhal terima kasih,0
287024,2025-09-13 12:04:00,"penyampaian materi yang lebih fokus dan interaktif, penyesuaian jadwal dan fleksibilitas, peningkatan infrastruktur dan dukungan teknis (terutama untuk PKKMB daring), pembentukan interaksi dan komunitas antar mahasiswa baru, serta pelibatan praktisi atau alumni sebagai narasumber untuk memberikan perspektif praktis",positif,2025-09-13,12,Saturday,"penyampaian materi yang lebih fokus dan interaktif, penyesuaian jadwal dan fleksibilitas, peningkatan infrastruktur dan dukungan teknis (terutama untuk PKKMB daring), pembentukan interaksi dan komunitas antar mahasiswa baru, serta pelibatan praktisi atau alumni sebagai narasumber untuk memberikan perspektif praktis",penyampaian materi yang lebih fokus dan interaktif penyesuaian jadwal dan fleksibilitas peningkatan infrastruktur dan dukungan teknis terutama untuk pkkmb daring pembentukan interaksi dan komunitas antar mahasiswa baru serta pelibatan praktisi atau alumni sebagai narasumber untuk memberikan perspektif praktis,"['penyampaian', 'materi', 'yang', 'lebih', 'fokus', 'dan', 'interaktif', 'penyesuaian', 'jadwal', 'dan', 'fleksibilitas', 'peningkatan', 'infrastruktur', 'dan', 'dukungan', 'teknis', 'terutama', 'untuk', 'pkkmb', 'daring', 'pembentukan', 'interaksi', 'dan', 'komunitas', 'antar', 'mahasiswa', 'baru', 'serta', 'pelibatan', 'praktisi', 'atau', 'alumni', 'sebagai', 'narasumber', 'untuk', 'memberikan', 'perspektif', 'praktis']","['penyampaian', 'materi', 'lebih', 'fokus', 'interaktif', 'penyesuaian', 'jadwal', 'fleksibilitas', 'peningkatan', 'infrastruktur', 'dukungan', 'teknis', 'terutama', 'pkkmb', 'daring', 'pembentukan', 'interaksi', 'komunitas', 'antar', 'mahasiswa', 'baru', 'pelibatan', 'praktisi', 'alumni', 'narasumber', 'memberikan', 'perspektif', 'praktis']","['sampai', 'materi', 'lebih', 'fokus', 'interaktif', 'sesuai', 'jadwal', 'fleksibilitas', 'tingkat', 'infrastruktur', 'dukung', 'teknis', 'utama', 'pkkmb', 'daring', 'bentuk', 'interaksi', 'komunitas', 'antar', 'mahasiswa', 'baru', 'libat', 'praktisi', 'alumni', 'narasumber', 'beri', 'perspektif', 'praktis']",sampai materi lebih fokus interaktif sesuai jadwal fleksibilitas tingkat infrastruktur dukung teknis utama pkkmb daring bentuk interaksi komunitas antar mahasiswa baru libat praktisi alumni narasumber beri perspektif praktis,1
300850,2025-09-16 22:23:00,sangat seruu,positif,2025-09-16,22,Tuesday,sangat seru,sangat seru,"['sangat', 'seru']","['sangat', 'seru']","['sangat', 'seru']",sangat seru,1
279238,2025-09-11 16:56:00,"semoga kedepannya web nya lebih bagus dan ga ngeleg, maaf soalnya ini loading nya lama banget ngerjain quiz gakeburu gara gara kepotong  sama ngeleg, dan jika mahasiswa bertanya tentang kendala atau apapun itu semoga kedepanya di respon lebih baik.",positif,2025-09-11,16,Thursday,"semoga kedepannya web nya lebih bagus dan enggak ngeleg, maaf soalnya ini loading nya lama banget ngerjain quiz gakeburu gara gara kepotong sama ngeleg, dan jika mahasiswa bertanya tentang kendala atau apapun itu semoga kedepanya di respon lebih baik.",semoga kedepannya web nya lebih bagus dan enggak ngeleg maaf soalnya ini loading nya lama banget ngerjain quiz gakeburu gara gara kepotong sama ngeleg dan jika mahasiswa bertanya tentang kendala atau apapun itu semoga kedepanya di respon lebih baik,"['semoga', 'kedepannya', 'web', 'nya', 'lebih', 'bagus', 'dan', 'enggak', 'ngeleg', 'maaf', 'soalnya', 'ini', 'loading', 'nya', 'lama', 'banget', 'ngerjain', 'quiz', 'gakeburu', 'gara', 'gara', 'kepotong', 'sama', 'ngeleg', 'dan', 'jika', 'mahasiswa', 'bertanya', 'tentang', 'kendala', 'atau', 'apapun', 'itu', 'semoga', 'kedepanya', 'di', 'respon', 'lebih', 'baik']","['semoga', 'kedepannya', 'web', 'nya', 'lebih', 'bagus', 'enggak', 'ngeleg', 'maaf', 'soalnya', 'loading', 'nya', 'lama', 'banget', 'ngerjain', 'quiz', 'gakeburu', 'gara', 'gara', 'kepotong', 'sama', 'ngeleg', 'mahasiswa', 'bertanya', 'kendala', 'apapun', 'semoga', 'kedepanya', 'respon', 'lebih', 'baik']","['moga', 'depan', 'web', 'nya', 'lebih', 'bagus', 'enggak', 'ngeleg', 'maaf', 'soal', 'loading', 'nya', 'lama', 'banget', 'ngerjain', 'quiz', 'gakeburu', 'gara', 'gara', 'potong', 'sama', 'ngeleg', 'mahasiswa', 'tanya', 'kendala', 'apa', 'moga', 'depa', 'respon', 'lebih', 'baik']",moga depan web nya lebih bagus enggak ngeleg maaf soal loading nya lama banget ngerjain quiz gakeburu gara gara potong sama ngeleg mahasiswa tanya kendala apa moga depa respon lebih baik,1
286454,2025-09-13 09:06:00,"buat yg sesi 2 diadakan game,banyak maba merasa pkkmb formal dan kaku.sebaiknya buat sesi 2 diadakan informal seperti ice breaking atau permain ,selebihnya saya suka dengan cara penyampaiann",positif,2025-09-13,9,Saturday,"buat yang sesi 2 diadakan game,banyak maba merasa pkkmb formal dan kaku.sebaiknya buat sesi 2 diadakan informal seperti ice breaking atau permain ,selebihnya saya suka dengan cara penyampaiann",buat yang sesi  diadakan gamebanyak maba merasa pkkmb formal dan kakusebaiknya buat sesi  diadakan informal seperti ice breaking atau permain selebihnya saya suka dengan cara penyampaiann,"['buat', 'yang', 'sesi', 'diadakan', 'gamebanyak', 'maba', 'merasa', 'pkkmb', 'formal', 'dan', 'kakusebaiknya', 'buat', 'sesi', 'diadakan', 'informal', 'seperti', 'ice', 'breaking', 'atau', 'permain', 'selebihnya', 'saya', 'suka', 'dengan', 'cara', 'penyampaiann']","['buat', 'sesi', 'diadakan', 'gamebanyak', 'maba', 'merasa', 'pkkmb', 'formal', 'kakusebaiknya', 'buat', 'sesi', 'diadakan', 'informal', 'ice', 'breaking', 'permain', 'selebihnya', 'suka', 'cara', 'penyampaiann']","['buat', 'sesi', 'ada', 'gamebanyak', 'maba', 'rasa', 'pkkmb', 'formal', 'kakusebaiknya', 'buat', 'sesi', 'ada', 'informal', 'ice', 'breaking', 'main', 'lebih', 'suka', 'cara', 'penyampaiann']",buat sesi ada gamebanyak maba rasa pkkmb formal kakusebaiknya buat sesi ada informal ice breaking main lebih suka cara penyampaiann,1
298466,2025-09-16 16:24:00,Penyampaian materi yang lebih fokus dan interaktif ,positif,2025-09-16,16,Tuesday,Penyampaian materi yang lebih fokus dan interaktif,penyampaian materi yang lebih fokus dan interaktif,"['penyampaian', 'materi', 'yang', 'lebih', 'fokus', 'dan', 'interaktif']","['penyampaian', 'materi', 'lebih', 'fokus', 'interaktif']","['sampai', 'materi', 'lebih', 'fokus', 'interaktif']",sampai materi lebih fokus interaktif,1
326542,2025-09-19 20:21:00,sudah cukup bagusss,positif,2025-09-19,20,Friday,sudah cukup bagus,sudah cukup bagus,"['sudah', 'cukup', 'bagus']","['cukup', 'bagus']","['cukup', 'bagus']",cukup bagus,1
335188,2025-09-20 07:14:00,bagus semuanya ,positif,2025-09-20,7,Saturday,bagus semuanya,bagus semuanya,"['bagus', 'semuanya']","['bagus', 'semuanya']","['bagus', 'semua']",bagus semua,1
282468,2025-09-12 11:57:00,undang Farhan Jijima ,netral,2025-09-12,11,Friday,undang Farhan Jijima,undang farhan jijima,"['undang', 'farhan', 'jijima']","['undang', 'farhan', 'jijima']","['undang', 'farhan', 'jijima']",undang farhan jijima,0
286642,2025-09-13 10:27:00,Tidak ada masukan lagi karna menurut saya itu sudah cukup,positif,2025-09-13,10,Saturday,Tidak ada masukan lagi karena menurut saya itu sudah cukup,tidak ada masukan lagi karena menurut saya itu sudah cukup,"['tidak', 'ada', 'masukan', 'lagi', 'karena', 'menurut', 'saya', 'itu', 'sudah', 'cukup']","['tidak', 'masukan', 'cukup']","['tidak', 'masuk', 'cukup']",tidak masuk cukup,1
283718,2025-09-12 16:22:00,masukan dari saya buat pkkmb untuk penjelasan di permudahkan lagi ,positif,2025-09-12,16,Friday,masukan dari saya buat pkkmb untuk penjelasan di permudahkan lagi,masukan dari saya buat pkkmb untuk penjelasan di permudahkan lagi,"['masukan', 'dari', 'saya', 'buat', 'pkkmb', 'untuk', 'penjelasan', 'di', 'permudahkan', 'lagi']","['masukan', 'buat', 'pkkmb', 'penjelasan', 'permudahkan']","['masuk', 'buat', 'pkkmb', 'jelas', 'mudah']",masuk buat pkkmb jelas mudah,1
319146,2025-09-19 08:30:00,"seruu, banyakin games biar lebih kompak dan ga suntuk ",positif,2025-09-19,8,Friday,"seruu, membanyaki games biar lebih kompak dan enggak suntuk",seruu membanyaki games biar lebih kompak dan enggak suntuk,"['seruu', 'membanyaki', 'games', 'biar', 'lebih', 'kompak', 'dan', 'enggak', 'suntuk']","['seruu', 'membanyaki', 'games', 'biar', 'lebih', 'kompak', 'enggak', 'suntuk']","['seruu', 'banyak', 'games', 'biar', 'lebih', 'kompak', 'enggak', 'suntuk']",seruu banyak games biar lebih kompak enggak suntuk,1
286860,2025-09-13 11:31:00,CUKUP PUAS & SANGAT MEMBANTU........,positif,2025-09-13,11,Saturday,CUKUP PUAS & SANGAT MEMBANTU........,cukup puas  sangat membantu,"['cukup', 'puas', 'sangat', 'membantu']","['cukup', 'puas', 'sangat', 'membantu']","['cukup', 'puas', 'sangat', 'bantu']",cukup puas sangat bantu,1
313718,2025-09-18 19:22:00,Semoga kedepanya aula serang lebih luas,positif,2025-09-18,19,Thursday,Semoga kedepanya aula serang lebih luas,semoga kedepanya aula serang lebih luas,"['semoga', 'kedepanya', 'aula', 'serang', 'lebih', 'luas']","['semoga', 'kedepanya', 'aula', 'serang', 'lebih', 'luas']","['moga', 'depa', 'aula', 'serang', 'lebih', 'luas']",moga depa aula serang lebih luas,1
286404,2025-09-13 08:36:00,pkkmbnya seru apalagi yg offline semoga tahun depan ada acara musik juga buat last day pkkmb buatyg di serang ,positif,2025-09-13,8,Saturday,pkkmbnya seru apalagi yang offline semoga tahun depan ada acara musik juga buat last day pkkmb buatyg di serang,pkkmbnya seru apalagi yang offline semoga tahun depan ada acara musik juga buat last day pkkmb buatyg di serang,"['pkkmbnya', 'seru', 'apalagi', 'yang', 'offline', 'semoga', 'tahun', 'depan', 'ada', 'acara', 'musik', 'juga', 'buat', 'last', 'day', 'pkkmb', 'buatyg', 'di', 'serang']","['pkkmbnya', 'seru', 'offline', 'semoga', 'tahun', 'depan', 'acara', 'musik', 'buat', 'last', 'day', 'pkkmb', 'buatyg', 'serang']","['pkkmbnya', 'seru', 'offline', 'moga', 'tahun', 'depan', 'acara', 'musik', 'buat', 'last', 'day', 'pkkmb', 'buatyg', 'serang']",pkkmbnya seru offline moga tahun depan acara musik buat last day pkkmb buatyg serang,1
287664,2025-09-13 14:25:00,Menurut saya sudah cukup jelas ,positif,2025-09-13,14,Saturday,Menurut saya sudah cukup jelas,menurut saya sudah cukup jelas,"['menurut', 'saya', 'sudah', 'cukup', 'jelas']","['cukup', 'jelas']","['cukup', 'jelas']",cukup jelas,1
279884,2025-09-11 19:39:00,"SANGAT BERKESAN, SERU, PENAMBAH RELASI",positif,2025-09-11,19,Thursday,"SANGAT BERKESAN, SERU, PENAMBAH RELASI",sangat berkesan seru penambah relasi,"['sangat', 'berkesan', 'seru', 'penambah', 'relasi']","['sangat', 'berkesan', 'seru', 'penambah', 'relasi']","['sangat', 'kesan', 'seru', 'tambah', 'relasi']",sangat kesan seru tambah relasi,1
334496,2025-09-20 06:13:00,"Sudah baik, pertahankan",positif,2025-09-20,6,Saturday,"Sudah baik, pertahankan",sudah baik pertahankan,"['sudah', 'baik', 'pertahankan']","['baik', 'pertahankan']","['baik', 'tahan']",baik tahan,1
317772,2025-09-19 03:21:00,"Saya izin mengisi masuka terhadap kegiatan pkkmb  Menurut saya kegiatan pkkmb offline maupun online sangat membantu dan bermanfaat bagi mahasiswa baru karena benar-benar diperkenalkan dan diarahkan bagaimana peraturan-peraturan yang ada di kampus dengan detail, bagaimana cara menjadi mahasiswa berani dan mahasiswa yang baik, itu saja terimakasih🙏",positif,2025-09-19,3,Friday,"Saya izin mengisi masuka terhadap kegiatan pkkmb Menurut saya kegiatan pkkmb offline maupun online sangat membantu dan bermanfaat bagi mahasiswa baru karena benar-benar diperkenalkan dan diarahkan bagaimana peraturan-peraturan yang ada di kampus dengan detail, bagaimana cara menjadi mahasiswa berani dan mahasiswa yang baik, itu saja terimakasih🙏",saya izin mengisi masuka terhadap kegiatan pkkmb menurut saya kegiatan pkkmb offline maupun online sangat membantu dan bermanfaat bagi mahasiswa baru karena benarbenar diperkenalkan dan diarahkan bagaimana peraturanperaturan yang ada di kampus dengan detail bagaimana cara menjadi mahasiswa berani dan mahasiswa yang baik itu saja terimakasih,"['saya', 'izin', 'mengisi', 'masuka', 'terhadap', 'kegiatan', 'pkkmb', 'menurut', 'saya', 'kegiatan', 'pkkmb', 'offline', 'maupun', 'online', 'sangat', 'membantu', 'dan', 'bermanfaat', 'bagi', 'mahasiswa', 'baru', 'karena', 'benarbenar', 'diperkenalkan', 'dan', 'diarahkan', 'bagaimana', 'peraturanperaturan', 'yang', 'ada', 'di', 'kampus', 'dengan', 'detail', 'bagaimana', 'cara', 'menjadi', 'mahasiswa', 'berani', 'dan', 'mahasiswa', 'yang', 'baik', 'itu', 'saja', 'terimakasih']","['izin', 'mengisi', 'masuka', 'kegiatan', 'pkkmb', 'kegiatan', 'pkkmb', 'offline', 'maupun', 'online', 'sangat', 'membantu', 'bermanfaat', 'mahasiswa', 'baru', 'benarbenar', 'diperkenalkan', 'diarahkan', 'bagaimana', 'peraturanperaturan', 'kampus', 'detail', 'bagaimana', 'cara', 'menjadi', 'mahasiswa', 'berani', 'mahasiswa', 'baik', 'terimakasih']","['izin', 'isi', 'masuka', 'giat', 'pkkmb', 'giat', 'pkkmb', 'offline', 'maupun', 'online', 'sangat', 'bantu', 'manfaat', 'mahasiswa', 'baru', 'benarbenar', 'kenal', 'arah', 'bagaimana', 'peraturanperaturan', 'kampus', 'detail', 'bagaimana', 'cara', 'jadi', 'mahasiswa', 'berani', 'mahasiswa', 'baik', 'terimakasih']",izin isi masuka giat pkkmb giat pkkmb offline maupun online sangat bantu manfaat mahasiswa baru benarbenar kenal arah bagaimana peraturanperaturan kampus detail bagaimana cara jadi mahasiswa berani mahasiswa baik terimakasih,1
353028,2025-09-21 14:32:00,Saya sangat puas dengan kegiatan ppkmb unpam,positif,2025-09-21,14,Sunday,Saya sangat puas dengan kegiatan ppkmb unpam,saya sangat puas dengan kegiatan ppkmb unpam,"['saya', 'sangat', 'puas', 'dengan', 'kegiatan', 'ppkmb', 'unpam']","['sangat', 'puas', 'kegiatan', 'ppkmb', 'unpam']","['sangat', 'puas', 'giat', 'ppkmb', 'unpam']",sangat puas giat ppkmb unpam,1
306028,2025-09-17 22:17:00,"Tidak ada, Terima kasih ",netral,2025-09-17,22,Wednesday,"Tidak ada, Terima kasih",tidak ada terima kasih,"['tidak', 'ada', 'terima', 'kasih']","['tidak', 'terima', 'kasih']","['tidak', 'terima', 'kasih']",tidak terima kasih,0
339362,2025-09-20 14:28:00,Seruu ,positif,2025-09-20,14,Saturday,Seruu,seruu,['seruu'],['seruu'],['seruu'],seruu,1
294110,2025-09-15 22:52:00,"pengen banget sih pak/bu/kak, buat pkkmb nya disatuin semua prodi dalam satu waktu dan hari biar lebih rame pas karnavalnya, kurang seru kalo terbagi kyk gitu, lebih ke request buatin gedung khusus untuk acara² besar",netral,2025-09-15,22,Monday,"pengin banget sih pak/bu/kak, buat pkkmb nya disatuin semua prodi dalam satu waktu dan hari biar lebih rame pas karnavalnya, kurang seru kalo terbagi kayak gitu, lebih ke request membuat gedung khusus untuk acara² besar",pengin banget sih pakbukak buat pkkmb nya disatuin semua prodi dalam satu waktu dan hari biar lebih rame pas karnavalnya kurang seru kalo terbagi kayak gitu lebih ke request membuat gedung khusus untuk acara besar,"['pengin', 'banget', 'sih', 'pakbukak', 'buat', 'pkkmb', 'nya', 'disatuin', 'semua', 'prodi', 'dalam', 'satu', 'waktu', 'dan', 'hari', 'biar', 'lebih', 'rame', 'pas', 'karnavalnya', 'kurang', 'seru', 'kalo', 'terbagi', 'kayak', 'gitu', 'lebih', 'ke', 'request', 'membuat', 'gedung', 'khusus', 'untuk', 'acara', 'besar']","['pengin', 'banget', 'sih', 'pakbukak', 'buat', 'pkkmb', 'nya', 'disatuin', 'semua', 'prodi', 'satu', 'waktu', 'hari', 'biar', 'lebih', 'rame', 'pas', 'karnavalnya', 'kurang', 'seru', 'kalo', 'terbagi', 'kayak', 'gitu', 'lebih', 'request', 'membuat', 'gedung', 'khusus', 'acara', 'besar']","['pengin', 'banget', 'sih', 'pakbukak', 'buat', 'pkkmb', 'nya', 'disatuin', 'semua', 'prodi', 'satu', 'waktu', 'hari', 'biar', 'lebih', 'rame', 'pas', 'karnaval', 'kurang', 'seru', 'kalo', 'bagi', 'kayak', 'gitu', 'lebih', 'request', 'buat', 'gedung', 'khusus', 'acara', 'besar']",pengin banget sih pakbukak buat pkkmb nya disatuin semua prodi satu waktu hari biar lebih rame pas karnaval kurang seru kalo bagi kayak gitu lebih request buat gedung khusus acara besar,0
353804,2025-09-21 17:31:00,Semoga vidio ku tembus 1m  Aamiin,netral,2025-09-21,17,Sunday,Semoga vidio ku tembus 1m Aamiin,semoga vidio ku tembus m aamiin,"['semoga', 'vidio', 'ku', 'tembus', 'm', 'aamiin']","['semoga', 'vidio', 'ku', 'tembus', 'm', 'aamiin']","['moga', 'vidio', 'ku', 'tembus', 'm', 'aamiin']",moga vidio ku tembus m aamiin,0
285934,2025-09-13 00:04:00,bagus sekali ,positif,2025-09-13,0,Saturday,bagus sekali,bagus sekali,"['bagus', 'sekali']","['bagus', 'sekali']","['bagus', 'sekali']",bagus sekali,1
295642,2025-09-16 07:46:00,sangat puas,positif,2025-09-16,7,Tuesday,sangat puas,sangat puas,"['sangat', 'puas']","['sangat', 'puas']","['sangat', 'puas']",sangat puas,1
337492,2025-09-20 10:44:00,cukup baik,positif,2025-09-20,10,Saturday,cukup baik,cukup baik,"['cukup', 'baik']","['cukup', 'baik']","['cukup', 'baik']",cukup baik,1
342650,2025-09-20 20:34:00,"PKKMB menurut saya program yang bagus untuk pengenalan awal mahasiswa baru yang belum tahu menahu kehidupan di kampus, sebagai kampus baru dan dengan segala sarananya yang cukup bagus, sulit bagi saya memberi masukan karena menurut saya termasuk kampus yang sempurna",netral,2025-09-20,20,Saturday,"PKKMB menurut saya program yang bagus untuk pengenalan awal mahasiswa baru yang belum tahu menahu kehidupan di kampus, sebagai kampus baru dan dengan segala sarananya yang cukup bagus, sulit bagi saya memberi masukan karena menurut saya termasuk kampus yang sempurna",pkkmb menurut saya program yang bagus untuk pengenalan awal mahasiswa baru yang belum tahu menahu kehidupan di kampus sebagai kampus baru dan dengan segala sarananya yang cukup bagus sulit bagi saya memberi masukan karena menurut saya termasuk kampus yang sempurna,"['pkkmb', 'menurut', 'saya', 'program', 'yang', 'bagus', 'untuk', 'pengenalan', 'awal', 'mahasiswa', 'baru', 'yang', 'belum', 'tahu', 'menahu', 'kehidupan', 'di', 'kampus', 'sebagai', 'kampus', 'baru', 'dan', 'dengan', 'segala', 'sarananya', 'yang', 'cukup', 'bagus', 'sulit', 'bagi', 'saya', 'memberi', 'masukan', 'karena', 'menurut', 'saya', 'termasuk', 'kampus', 'yang', 'sempurna']","['pkkmb', 'program', 'bagus', 'pengenalan', 'awal', 'mahasiswa', 'baru', 'tahu', 'menahu', 'kehidupan', 'kampus', 'kampus', 'baru', 'segala', 'sarananya', 'cukup', 'bagus', 'sulit', 'memberi', 'masukan', 'termasuk', 'kampus', 'sempurna']","['pkkmb', 'program', 'bagus', 'kenal', 'awal', 'mahasiswa', 'baru', 'tahu', 'nahu', 'hidup', 'kampus', 'kampus', 'baru', 'segala', 'sarana', 'cukup', 'bagus', 'sulit', 'beri', 'masuk', 'masuk', 'kampus', 'sempurna']",pkkmb program bagus kenal awal mahasiswa baru tahu nahu hidup kampus kampus baru segala sarana cukup bagus sulit beri masuk masuk kampus sempurna,0
